0.190703911,0.192143017,0.194592179,0.198560894,0.204513966,0.213309497,0.226207821,0.245246927,0.273743017,0.315986592,0.38178324,0.485702793,0.997944134,0.190301676,0.192017877,0.194458101,0.198408939,0.204397765,0.203781006,0.203897207,0.217546369,0.236415642,0.263615642,0.304831285,0.271267039,0.363664804,0.50147933,0.746797765,0.190703911,0.192143017,0.194592179,0.198560894,0.204513966,0.213309497,0.226207821,0.245246927,0.273743017,0.315986592,0.38178324,0.485702793,0.997944134,0.190301676,0.192017877,0.194458101,0.198408939
0.105564246,0.107655866,0.111293855,0.11692514,0.125059218,0.136464804,0.152151955,0.173541899,0.202681564,0.241823464,0.296464804,0.374507263,0.691343017,0.10492067,0.107414525,0.111061453,0.116683799,0.124826816,0.123906145,0.12283352,0.139682682,0.160804469,0.188397765,0.225644693,0.164424581,0.224777654,0.297921788,0.389515084,0.105564246,0.107655866,0.111293855,0.11692514,0.125059218,0.136464804,0.152151955,0.173541899,0.202681564,0.241823464,0.296464804,0.374507263,0.691343017,0.10492067,0.107414525,0.111061453,0.116683799
0.068585475,0.070998883,0.075146369,0.081322905,0.089850279,0.101175419,0.115852514,0.134668156,0.15882905,0.189702793,0.231124022,0.288187709,0.495231285,0.06781676,0.070703911,0.074860335,0.081027933,0.089555307,0.088482682,0.085917318,0.101863687,0.120348603,0.142846927,0.171423464,0.105206704,0.142560894,0.181175419,0.211637989,0.068585475,0.070998883,0.075146369,0.081322905,0.089850279,0.101175419,0.115852514,0.134668156,0.15882905,0.189702793,0.231124022,0.288187709,0.495231285,0.06781676,0.070703911,0.074860335,0.081027933
0.046301676,0.048670391,0.052656983,0.058377654,0.065948603,0.075548603,0.087472626,0.102194413,0.12055419,0.143517318,0.173801117,0.214641341,0.351436872,0.045524022,0.04836648,0.05237095,0.058082682,0.065644693,0.064581006,0.061103911,0.074181006,0.088545251,0.105340782,0.126006704,0.068084916,0.090762011,0.111070391,0.118426816,0.046301676,0.048670391,0.052656983,0.058377654,0.065948603,0.075548603,0.087472626,0.102194413,0.12055419,0.143517318,0.173801117,0.214641341,0.351436872,0.045524022,0.04836648,0.05237095,0.058082682
0.030248045,0.032232402,0.035486034,0.040017877,0.045810056,0.052934078,0.061524022,0.071928492,0.08473743,0.100585475,0.121278212,0.148791061,0.235888268,0.029595531,0.031973184,0.035244693,0.039767598,0.045559777,0.044665922,0.041242458,0.050735196,0.060826816,0.072348603,0.086283799,0.042690503,0.05593743,0.066386592,0.066198883,0.030248045,0.032232402,0.035486034,0.040017877,0.045810056,0.052934078,0.061524022,0.071928492,0.08473743,0.100585475,0.121278212,0.148791061,0.235888268,0.029595531,0.031973184,0.035244693,0.039767598
0.017206704,0.018511732,0.020630168,0.02350838,0.027110615,0.031436872,0.036594413,0.042762011,0.050324022,0.059620112,0.071696089,0.087606704,0.136089385,0.016768715,0.018341899,0.020460335,0.023338547,0.026931844,0.026341899,0.023892737,0.029604469,0.03556648,0.04227933,0.050315084,0.023562011,0.03046257,0.035378771,0.033796648,0.017206704,0.018511732,0.020630168,0.02350838,0.027110615,0.031436872,0.036594413,0.042762011,0.050324022,0.059620112,0.071696089,0.087606704,0.136089385,0.016768715,0.018341899,0.020460335,0.023338547
0.005568715,0.006024581,0.006757542,0.007740782,0.008956425,0.010413408,0.01212067,0.014167598,0.01667933,0.019736313,0.023713966,0.028934078,0.044406704,0.00541676,0.00597095,0.006703911,0.007687151,0.008902793,0.008697207,0.007803352,0.009707263,0.011682682,0.013881564,0.016509497,0.007517318,0.00966257,0.011083799,0.010359777,0.005568715,0.006024581,0.006757542,0.007740782,0.008956425,0.010413408,0.01212067,0.014167598,0.01667933,0.019736313,0.023713966,0.028934078,0.044406704,0.00541676,0.00597095,0.006703911,0.007687151
-0.005649162,-0.006105028,-0.006837989,-0.007821229,-0.009036872,-0.010493855,-0.012201117,-0.014248045,-0.016724022,-0.019807821,-0.023767598,-0.028934078,-0.044782123,-0.005488268,-0.006042458,-0.006775419,-0.007758659,-0.008974302,-0.008768715,-0.007883799,-0.009787709,-0.011763128,-0.01397095,-0.016589944,-0.007597765,-0.009716201,-0.011191061,-0.010502793,-0.005649162,-0.006105028,-0.006837989,-0.007821229,-0.009036872,-0.010493855,-0.012201117,-0.014248045,-0.016724022,-0.019807821,-0.023767598,-0.028934078,-0.044782123,-0.005488268,-0.006042458,-0.006775419,-0.007758659
-0.017278212,-0.01858324,-0.020710615,-0.023579888,-0.027182123,-0.031517318,-0.036665922,-0.042842458,-0.050368715,-0.05969162,-0.071749721,-0.087597765,-0.13649162,-0.016840223,-0.018413408,-0.020540782,-0.023418994,-0.027012291,-0.026422346,-0.023964246,-0.029684916,-0.035637989,-0.042359777,-0.050386592,-0.023642458,-0.030507263,-0.035486034,-0.033948603,-0.017278212,-0.01858324,-0.020710615,-0.023579888,-0.027182123,-0.031517318,-0.036665922,-0.042842458,-0.050368715,-0.05969162,-0.071749721,-0.087597765,-0.13649162,-0.016840223,-0.018413408,-0.020540782,-0.023418994
-0.030328492,-0.032303911,-0.03556648,-0.040089385,-0.045890503,-0.053014525,-0.061604469,-0.072,-0.084773184,-0.100656983,-0.121331844,-0.148791061,-0.236317318,-0.029667039,-0.032035754,-0.035316201,-0.039839106,-0.045631285,-0.04473743,-0.041313966,-0.050815642,-0.060907263,-0.07242905,-0.086355307,-0.042762011,-0.055982123,-0.066493855,-0.066386592,-0.030328492,-0.032303911,-0.03556648,-0.040089385,-0.045890503,-0.053014525,-0.061604469,-0.072,-0.084773184,-0.100656983,-0.121331844,-0.148791061,-0.236317318,-0.029667039,-0.032035754,-0.035316201,-0.039839106
